Chrom	Start	End	Bailey	C431	C99R	CC41	CC477	CC812	Florida07	GA12Y	GPNCWS17	Georganic	IAC322	ICG1471	Lariat	Marc1	NC94022	NMVal.1	NMVal.2	TifNV	York
chr17	77270000	77280000	1	1	4	1	14	4	2	1	1	1	1	13	2	2	1	13	2	1	1
chr17	77280000	77290000	2	1	0	1	11	2	1	0	0	0	0	12	0	0	0	10	0	0	1
chr17	77290000	77300000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0
chr17	77300000	77310000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
chr17	77310000	77320000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	1
chr17	77320000	77330000	2	2	2	2	4	4	2	2	2	3	2	4	2	3	2	4	2	2	2
chr17	77330000	77340000	0	0	0	0	7	0	0	0	0	0	0	7	0	0	0	8	0	0	0
chr17	77340000	77350000	0	0	0	0	3	0	0	0	0	0	1	3	0	0	0	7	0	0	0
chr17	77350000	77360000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	8	0	0	0
chr17	77360000	77370000	0	0	0	0	4	0	0	0	0	0	1	3	0	0	0	4	0	0	0
chr17	77370000	77380000	0	0	0	0	9	0	0	0	0	0	0	9	0	0	0	3	0	0	0
chr17	77380000	77390000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	5	0	0	0
chr17	77390000	77400000	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	2	0	0	0
chr17	77400000	77410000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0
chr17	77410000	77420000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	5	0	0	0
chr17	77420000	77430000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	77430000	77440000	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	77440000	77450000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	77450000	77460000	0	1	0	0	3	1	0	0	0	0	0	3	0	0	0	4	0	0	0
chr17	77460000	77470000	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	4	0	0	0
chr17	77470000	77480000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr17	77480000	77490000	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	9	0	0	0
chr17	77490000	77500000	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr17	77500000	77510000	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0
chr17	77510000	77520000	0	1	0	0	5	2	1	1	0	1	0	5	1	1	1	5	1	0	0
chr17	77520000	77530000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr17	77530000	77540000	1	0	1	1	4	0	1	1	1	1	1	5	1	1	0	2	1	1	0
chr17	77540000	77550000	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	2	0	0	0
chr17	77550000	77560000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr17	77560000	77570000	1	1	1	1	6	1	1	1	1	1	1	5	1	1	1	2	1	1	1
chr17	77570000	77580000	4	5	4	4	10	4	4	4	4	4	4	11	4	4	4	7	4	4	4
chr17	77580000	77590000	1	1	1	1	3	1	1	1	1	1	1	3	1	1	1	3	1	1	1
chr17	77590000	77600000	1	1	1	1	3	1	2	1	1	1	1	3	1	1	1	2	1	1	1
chr17	77600000	77610000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	3	0	0	0
chr17	77610000	77620000	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	4	0	0	0
chr17	77620000	77630000	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0
chr17	77630000	77640000	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	6	0	0	0
chr17	77640000	77650000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	77650000	77660000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
chr17	77660000	77670000	1	1	1	1	5	1	1	1	1	1	1	5	1	1	1	3	1	1	1
chr17	77670000	77680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr17	77680000	77690000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	4	0	0	0
chr17	77690000	77700000	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	1	1	0	0
chr17	77700000	77710000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	2	0	0
chr17	77710000	77720000	2	2	1	2	4	2	1	1	2	2	2	4	2	2	2	1	5	1	2
chr17	77720000	77730000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	5	0	0
chr17	77730000	77740000	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	3	0	0
chr17	77740000	77750000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	2	0	0
chr17	77750000	77760000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr17	77760000	77770000	0	0	0	0	4	1	0	0	0	0	0	4	0	0	0	4	0	0	0
chr17	77770000	77780000	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	2	0	0	0
chr17	77780000	77790000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr17	77790000	77800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	77800000	77810000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	77810000	77820000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	77820000	77830000	52	53	52	52	52	52	52	52	52	52	52	52	52	52	52	54	52	52	52
chr17	77830000	77840000	80	80	80	80	81	80	80	80	80	80	80	80	80	80	80	81	80	80	80
chr17	77840000	77850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	77850000	77860000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	77860000	77870000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	77870000	77880000	34	34	34	34	35	34	34	34	34	34	34	35	34	34	34	35	34	34	34
chr17	77880000	77890000	61	61	61	61	62	61	61	61	61	61	61	62	61	61	61	62	61	61	61
chr17	77890000	77900000	95	95	95	95	96	95	95	95	95	95	95	96	95	95	95	99	95	95	95
chr17	77900000	77910000	71	71	71	71	75	71	71	71	71	71	71	75	71	71	71	77	71	71	71
chr17	77910000	77920000	71	71	71	71	75	71	71	71	71	71	71	75	71	71	71	72	71	71	71
chr17	77920000	77930000	11	11	11	11	12	11	11	11	11	11	11	12	11	11	11	14	11	11	11
chr17	77930000	77940000	16	16	16	16	18	16	16	16	16	16	16	18	16	16	16	18	16	16	16
chr17	77940000	77950000	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
chr17	77950000	77960000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	77960000	77970000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	77970000	77980000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	127	126	126
chr17	77980000	77990000	68	68	68	68	67	68	68	68	68	68	68	67	68	68	68	68	68	68	68
chr17	77990000	78000000	65	65	65	65	66	65	65	65	65	65	65	66	65	65	65	65	64	65	65
chr17	78000000	78010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	78010000	78020000	17	17	17	17	19	17	17	17	17	17	17	19	18	17	17	18	18	17	17
chr17	78020000	78030000	30	30	30	30	33	30	30	30	30	30	30	33	30	30	30	35	30	30	30
chr17	78030000	78040000	35	35	35	36	34	35	35	35	35	35	35	34	35	35	35	35	35	35	35
chr17	78040000	78050000	29	29	29	29	29	30	29	29	29	29	29	30	29	29	29	30	29	29	29
chr17	78050000	78060000	20	20	20	20	23	20	20	20	20	20	20	24	20	20	20	23	20	20	20
chr17	78060000	78070000	2	2	2	2	7	3	2	2	2	2	2	7	2	2	2	7	2	2	2
chr17	78070000	78080000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
chr17	78080000	78090000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr17	78090000	78100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
chr17	78100000	78110000	1	1	1	1	4	1	1	1	1	1	1	4	1	1	1	4	1	1	1
chr17	78110000	78120000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	78120000	78130000	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	2	0	0	0
chr17	78130000	78140000	1	1	1	1	5	1	1	1	1	1	1	5	1	1	1	4	1	1	1
chr17	78140000	78150000	1	1	0	1	5	1	0	0	0	0	0	5	0	0	1	5	0	0	0
chr17	78150000	78160000	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	78160000	78170000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	2	0	0	0
chr17	78170000	78180000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	78180000	78190000	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	2	0	0
chr17	78190000	78200000	1	2	1	1	3	1	1	0	2	1	1	3	1	1	0	1	1	1	0
chr17	78200000	78210000	0	0	0	0	5	0	0	0	1	0	0	5	0	0	0	3	0	0	0
chr17	78210000	78220000	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	1	0	0	0
chr17	78220000	78230000	1	1	1	1	3	2	1	1	1	1	1	3	1	1	1	3	1	1	1
chr17	78230000	78240000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0
chr17	78240000	78250000	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	2	0	0	0
chr17	78250000	78260000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr17	78260000	78270000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr17	78270000	78280000	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr17	78280000	78290000	1	1	1	1	4	2	1	1	1	1	1	7	1	1	1	3	1	1	1
chr17	78290000	78300000	2	2	2	2	5	2	2	2	2	2	2	6	2	2	2	3	2	2	2
chr17	78300000	78310000	0	4	0	0	3	0	0	0	0	1	0	3	0	0	0	3	0	0	0
chr17	78310000	78320000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	2	0	0	0
chr17	78320000	78330000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	6	0	0	0
chr17	78330000	78340000	1	1	1	1	4	1	1	1	1	1	1	4	1	1	1	3	1	1	1
chr17	78340000	78350000	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	4	0	0	0
chr17	78350000	78360000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	7	0	0	0
chr17	78360000	78370000	1	1	1	1	7	1	1	1	1	1	2	7	1	1	1	5	1	1	1
chr17	78370000	78380000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	4	0	0	0
chr17	78380000	78390000	1	1	1	1	5	1	0	1	1	1	1	4	1	1	1	4	1	1	1
chr17	78390000	78400000	0	3	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr17	78400000	78410000	0	2	0	0	3	0	0	0	0	0	1	3	0	0	0	2	0	0	0
chr17	78410000	78420000	0	0	0	1	4	0	0	0	0	0	0	4	0	0	0	3	0	0	0
chr17	78420000	78430000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	4	0	0	0
chr17	78430000	78440000	1	1	1	1	4	2	1	1	1	1	1	5	1	1	1	5	1	0	1
chr17	78440000	78450000	0	2	0	0	3	0	0	0	0	1	0	3	0	0	0	4	0	0	0
chr17	78450000	78460000	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr17	78460000	78470000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0
chr17	78470000	78480000	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	4	0	0	1
chr17	78480000	78490000	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
chr17	78490000	78500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr17	78500000	78510000	1	0	0	1	7	1	0	0	0	0	0	7	0	0	0	6	0	0	0
chr17	78510000	78520000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0
chr17	78520000	78530000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	6	0	0	0
chr17	78530000	78540000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr17	78540000	78550000	0	5	0	0	2	1	0	0	0	0	0	2	0	0	0	4	0	0	0
chr17	78550000	78560000	2	2	2	2	16	5	2	2	2	3	2	18	2	2	2	19	3	2	4
chr17	78560000	78570000	0	1	0	0	6	0	0	0	0	0	0	6	0	0	0	8	0	0	0
chr17	78570000	78580000	3	5	3	3	11	3	4	3	3	3	3	11	3	3	3	12	5	3	3
chr17	78580000	78590000	1	2	2	1	6	1	2	1	1	1	1	6	1	1	1	10	1	1	1
chr17	78590000	78600000	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
chr17	78600000	78610000	8	8	8	9	20	9	8	9	8	8	8	13	8	9	8	13	8	8	8
chr17	78610000	78620000	4	6	4	4	13	4	4	4	4	4	4	0	4	4	4	12	4	4	4
chr17	78620000	78630000	33	33	33	33	36	33	33	33	33	33	32	0	33	33	33	36	33	33	33
chr17	78630000	78640000	452	452	453	452	424	453	452	452	452	439	0	0	452	452	452	423	452	452	452
chr17	78640000	78650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	78650000	78660000	267	267	267	267	264	268	267	268	267	262	0	0	267	267	267	237	267	267	267
chr17	78660000	78670000	11	11	11	11	11	11	11	11	11	19	0	0	11	11	11	11	11	11	11
chr17	78670000	78680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	78680000	78690000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	78690000	78700000	52	52	52	52	53	52	52	52	52	142	0	0	52	52	52	48	52	52	52
chr17	78700000	78710000	244	244	244	244	2	244	244	244	244	2	0	2	244	244	246	2	244	244	244
chr17	78710000	78720000	0	0	0	0	217	0	0	0	0	223	0	217	0	0	216	218	0	0	0
chr17	78720000	78730000	0	0	0	0	347	0	0	0	0	338	0	344	0	0	341	344	0	0	0
chr17	78730000	78740000	0	0	68	0	337	0	0	0	0	6	0	0	68	68	363	335	0	68	68
chr17	78740000	78750000	0	0	2	0	220	0	0	0	0	10	0	0	2	2	236	221	0	4	2
chr17	78750000	78760000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	78760000	78770000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	78770000	78780000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	78780000	78790000	4	0	0	1	1	1	0	6	39	4	4	90	0	0	1	1	0	0	0
chr17	78790000	78800000	3	7	0	0	7	0	11	55	2	0	25	69	0	0	15	8	1	0	0
chr17	78800000	78810000	0	13	0	0	2	0	21	0	0	0	0	6	0	0	4	3	0	0	0
chr17	78810000	78820000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr17	78820000	78830000	1	2	1	1	3	1	1	1	1	1	1	3	1	1	1	2	0	1	1
chr17	78830000	78840000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	0
chr17	78840000	78850000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	4	0	0	0
chr17	78850000	78860000	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0
chr17	78860000	78870000	1	1	1	1	5	1	1	1	1	1	1	5	1	1	1	6	1	1	1
chr17	78870000	78880000	0	0	0	0	4	1	0	0	0	0	0	4	0	0	0	5	0	0	0
chr17	78880000	78890000	0	0	0	0	4	1	0	0	0	0	0	4	0	0	0	8	0	0	0
chr17	78890000	78900000	0	1	0	0	5	0	0	0	0	0	0	5	0	0	0	1	0	0	0
chr17	78900000	78910000	0	0	0	0	3	1	0	0	0	0	0	3	0	0	0	4	0	0	0
chr17	78910000	78920000	0	1	0	0	5	1	1	0	0	0	0	4	0	0	0	7	2	1	0
chr17	78920000	78930000	0	0	0	0	5	1	0	0	0	0	0	4	0	0	0	5	7	0	0
chr17	78930000	78940000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	78940000	78950000	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	3	0	0	0
chr17	78950000	78960000	0	0	1	0	5	0	1	1	1	0	0	6	0	0	0	6	1	1	0
chr17	78960000	78970000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0
chr17	78970000	78980000	0	0	0	0	5	1	0	0	0	0	0	5	0	0	0	3	3	0	0
chr17	78980000	78990000	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	2	4	0	0
chr17	78990000	79000000	3	2	2	3	8	2	2	2	2	2	2	8	2	2	2	6	3	2	2
chr17	79000000	79010000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0
chr17	79010000	79020000	1	1	1	1	5	1	2	1	1	1	1	5	1	1	1	7	1	1	1
chr17	79020000	79030000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	79030000	79040000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0
chr17	79040000	79050000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0
chr17	79050000	79060000	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	6	0	0	0
chr17	79060000	79070000	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0
chr17	79070000	79080000	0	0	0	0	4	1	0	0	0	0	0	4	0	0	0	2	0	0	0
chr17	79080000	79090000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	79090000	79100000	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	79100000	79110000	1	2	1	1	4	1	1	1	1	1	1	4	1	1	1	6	1	1	1
chr17	79110000	79120000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1
chr17	79120000	79130000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
chr17	79130000	79140000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1
chr17	79140000	79150000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
chr17	79150000	79160000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	3	0	0	0
chr17	79160000	79170000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr17	79170000	79180000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	0	0
chr17	79180000	79190000	1	2	1	1	3	1	1	1	1	1	1	4	1	1	1	4	1	1	1
chr17	79190000	79200000	0	0	0	0	5	1	0	0	0	0	0	5	0	0	0	5	1	0	0
chr17	79200000	79210000	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	79210000	79220000	0	0	0	0	4	1	0	0	0	0	0	4	0	0	0	3	0	0	0
chr17	79220000	79230000	0	0	0	0	5	0	1	0	0	0	0	6	0	0	0	2	0	0	0
chr17	79230000	79240000	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	3	0	0	0
chr17	79240000	79250000	1	1	1	1	3	1	1	1	1	1	1	3	1	1	1	4	1	1	1
chr17	79250000	79260000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0
chr17	79260000	79270000	0	0	0	0	11	0	0	0	0	0	0	11	0	1	0	4	1	0	0
chr17	79270000	79280000	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	6	0	0	0
chr17	79280000	79290000	1	0	0	1	4	0	0	0	0	0	0	4	0	0	0	4	0	0	0
chr17	79290000	79300000	0	0	0	0	6	1	0	0	0	0	0	6	0	0	0	5	0	0	0
chr17	79300000	79310000	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	2	0	0	0
chr17	79310000	79320000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	4	0	0	0
chr17	79320000	79330000	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	3	0	0	0
chr17	79330000	79340000	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	5	0	0	0
chr17	79340000	79350000	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0	8	0	0	0
chr17	79350000	79360000	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	6	0	0	0
chr17	79360000	79370000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	79370000	79380000	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	7	0	0	0
chr17	79380000	79390000	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0	0	0
chr17	79390000	79400000	0	1	1	0	4	1	1	1	1	1	1	3	1	1	0	3	1	1	1
chr17	79400000	79410000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0
chr17	79410000	79420000	1	0	0	1	5	0	0	0	0	0	0	6	0	0	1	6	0	0	0
chr17	79420000	79430000	1	2	1	1	7	2	1	1	2	1	1	7	1	1	2	7	1	1	1
chr17	79430000	79440000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	0	0
chr17	79440000	79450000	0	0	0	0	4	0	1	0	0	0	0	4	0	0	0	3	1	1	0
chr17	79450000	79460000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	0	0
chr17	79460000	79470000	0	0	0	0	5	1	0	0	0	0	0	6	0	0	0	3	0	0	0
chr17	79470000	79480000	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	5	1	1	1
chr17	79480000	79490000	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	7	0	0	0
chr17	79490000	79500000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0
chr17	79500000	79510000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr17	79510000	79520000	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	4	0	0	0
chr17	79520000	79530000	0	0	0	1	5	0	0	0	0	0	0	5	0	0	0	4	0	0	0
chr17	79530000	79540000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	4	0	0	0
chr17	79540000	79550000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	0
chr17	79550000	79560000	2	0	1	2	4	1	0	1	1	1	0	4	2	1	2	2	1	1	1
chr17	79560000	79570000	1	0	1	0	5	1	1	1	1	1	1	5	0	0	1	5	1	1	1
chr17	79570000	79580000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	3	0	0	0
chr17	79580000	79590000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	5	0	0	0
chr17	79590000	79600000	0	1	0	0	5	0	0	0	0	0	0	5	0	0	0	7	0	0	0
chr17	79600000	79610000	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	3	1	1	1
chr17	79610000	79620000	0	0	1	0	2	0	1	1	0	0	0	2	0	0	0	2	1	1	0
chr17	79620000	79630000	0	0	0	0	5	1	0	0	0	0	0	2	0	0	0	4	0	0	0
chr17	79630000	79640000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	6	0	0	0
chr17	79640000	79650000	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	3	0	0	0
chr17	79650000	79660000	0	0	0	0	5	1	0	0	0	0	0	4	0	0	0	2	0	0	0
chr17	79660000	79670000	0	0	0	0	5	0	0	0	0	1	0	5	0	0	0	3	0	0	0
chr17	79670000	79680000	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr17	79680000	79690000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	0	0
chr17	79690000	79700000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	0
chr17	79700000	79710000	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	7	0	0	0
chr17	79710000	79720000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	79720000	79730000	1	0	0	1	5	0	0	0	0	0	1	5	0	1	1	5	0	0	1
chr17	79730000	79740000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	79740000	79750000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0
chr17	79750000	79760000	42	42	42	42	43	42	42	42	42	42	42	43	42	42	42	44	42	42	42
chr17	79760000	79770000	77	78	77	77	80	77	77	77	77	77	77	80	77	77	77	80	77	77	77
chr17	79770000	79780000	9	9	9	9	13	9	9	9	9	9	9	13	9	9	9	13	9	9	9
chr17	79780000	79790000	4	4	4	4	10	4	4	4	4	4	4	10	4	4	4	7	4	4	4
chr17	79790000	79800000	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	3	0	0	0
chr17	79800000	79810000	10	10	10	10	15	10	11	10	10	10	10	14	10	10	10	14	11	11	10
chr17	79810000	79820000	79	79	79	79	78	79	79	79	79	79	79	78	79	79	79	81	79	79	79
chr17	79820000	79830000	21	22	21	21	24	22	21	22	21	22	21	24	21	22	21	22	21	21	22
chr17	79830000	79840000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr17	79840000	79850000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	5	0	0	0
chr17	79850000	79860000	0	0	0	0	3	1	0	0	0	0	0	3	0	0	0	3	0	0	0
chr17	79860000	79870000	0	1	0	0	6	1	0	0	0	0	0	6	0	0	0	4	0	0	0
chr17	79870000	79880000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0
chr17	79880000	79890000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	4	0	0	0
chr17	79890000	79900000	1	1	1	1	3	1	1	1	1	1	1	4	1	1	1	4	1	1	1
chr17	79900000	79910000	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	5	1	2	1
chr17	79910000	79920000	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	4	0	0	0
chr17	79920000	79930000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	0	0
chr17	79930000	79940000	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	3	0	0	0
chr17	79940000	79950000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	0	0
chr17	79950000	79960000	0	0	0	0	6	1	0	0	0	0	0	6	0	0	0	5	0	0	0
chr17	79960000	79970000	0	1	0	0	3	0	0	0	0	0	0	3	0	0	0	4	0	0	0
chr17	79970000	79980000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
chr17	79980000	79990000	0	0	0	0	5	0	0	1	0	0	0	4	0	0	0	5	0	0	0
chr17	79990000	80000000	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	4	0	0	0
chr17	80000000	80010000	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	4	0	0	0
chr17	80010000	80020000	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	2	0	0	0
chr17	80020000	80030000	0	0	0	0	2	2	0	0	1	0	0	2	0	0	0	1	0	0	0
chr17	80030000	80040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
